ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ambient_temperature_celsius,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_poa_irradiance_wm2,interpolated_keys_wind_speed_ms,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
26.8,,2024-11-01T13:45:00Z,1,0,1,0,0,1,1,0,0,1,713.0,,,,,,,0.0,0.0,PS_016,,,2.7
27.400000000000002,,2024-11-01T14:00:00Z,1,0,1,0,0,1,1,0,0,1,335.0,,,,,,,0.0,0.0,PS_016,,,3.4000000000000004
27.5,,2024-11-01T14:15:00Z,1,0,1,0,0,1,1,0,0,1,1194.0,,,,,,,0.0,0.0,PS_016,,,4.5
27.3,,2024-11-01T14:30:00Z,1,0,1,0,0,1,1,0,0,1,433.00000000000006,,,,,,,0.0,0.0,PS_016,,,2.3000000000000003
27.600000000000005,,2024-11-01T14:45:00Z,1,0,1,0,0,1,1,0,0,1,412.0,,,,,,,0.0,0.0,PS_016,,,1.7000000000000002
27.400000000000002,,2024-11-01T15:00:00Z,1,0,1,0,0,1,1,0,0,1,1266.0,,,,,,,0.0,0.0,PS_016,,,3.3000000000000003
28.050000000000004,,2024-11-01T15:15:00Z,0,0,0,0,0,0,1,0,0,0,846.0,,true,true,true,true,,0.0,0.0,PS_016,,,3.8500000000000005
28.700000000000003,,2024-11-01T15:30:00Z,1,0,1,0,0,1,1,0,0,1,426.0,,,,,,,0.0,0.0,PS_016,,,4.4
27.900000000000002,,2024-11-01T15:45:00Z,1,0,1,0,0,1,1,0,0,1,360.0,,,,,,,0.0,0.0,PS_016,,,3.3000000000000003
28.0,,2024-11-01T16:00:00Z,1,0,1,0,0,1,1,0,0,1,311.0,,,,,,,0.0,0.0,PS_016,,,4.5
28.3,,2024-11-01T16:15:00Z,1,0,1,0,0,1,1,0,0,1,336.0,,,,,,,0.0,0.0,PS_016,,,1.5000000000000002
28.8,,2024-11-01T16:30:00Z,1,0,1,0,0,1,1,0,0,1,485.0,,,,,,,0.0,0.0,PS_016,,,2.3000000000000003
28.5,,2024-11-01T16:45:00Z,1,0,1,0,0,1,1,0,0,1,314.0,,,,,,,0.0,0.0,PS_016,,,3.7
29.499999999999996,,2024-11-01T17:00:00Z,1,0,1,0,0,1,1,0,0,1,903.0,,,,,,,0.0,0.0,PS_016,,,2.2
29.1,,2024-11-01T17:15:00Z,1,0,1,0,0,1,1,0,0,1,366.0,,,,,,,0.0,0.0,PS_016,,,3.3000000000000007
29.6,,2024-11-01T17:30:00Z,1,0,1,0,0,1,1,0,0,1,809.0000000000001,,,,,,,0.0,0.0,PS_016,,,1.7000000000000002
29.5,,2024-11-01T17:45:00Z,1,0,1,0,0,1,1,0,0,1,665.0,,,,,,,0.0,0.0,PS_016,,,1.9
28.900000000000002,,2024-11-01T18:00:00Z,1,0,1,0,0,1,1,0,0,1,262.0,,,,,,,0.0,0.0,PS_016,,,2.0
29.7,,2024-11-01T18:15:00Z,1,0,1,0,0,1,1,0,0,1,456.0,,,,,,,0.0,0.0,PS_016,,,1.6
29.3,,2024-11-01T18:30:00Z,1,0,1,0,0,1,1,0,0,1,360.0,,,,,,,0.0,0.0,PS_016,,,1.4000000000000001
29.1,,2024-11-01T18:45:00Z,1,0,1,0,0,1,1,0,0,1,265.0,,,,,,,0.0,0.0,PS_016,,,1.5
29.1,,2024-11-01T19:00:00Z,0,0,0,0,0,0,1,0,0,0,276.0,,true,true,true,true,,0.0,0.0,PS_016,,,1.6
29.1,,2024-11-01T19:15:00Z,1,0,1,0,0,1,1,0,0,1,287.0,,,,,,,0.0,0.0,PS_016,,,1.7000000000000002
29.0,,2024-11-01T19:30:00Z,1,0,1,0,0,1,1,0,0,1,229.0,,,,,,,0.0,0.0,PS_016,,,1.0
29.0,,2024-11-01T19:45:00Z,1,0,1,0,0,1,1,0,0,1,265.0,,,,,,,0.0,0.0,PS_016,,,2.0
29.099999999999998,,2024-11-01T20:00:00Z,1,0,1,0,0,1,1,0,0,1,367.0,,,,,,,0.0,0.0,PS_016,,,1.5
28.400000000000002,,2024-11-01T20:15:00Z,1,0,1,0,0,1,1,0,0,1,92.00000000000001,,,,,,,0.0,0.0,PS_016,,,3.3000000000000003
27.700000000000003,,2024-11-01T20:30:00Z,1,0,1,0,0,1,1,0,0,1,11.0,,,,,,,0.0,0.0,PS_016,,,2.4000000000000004
22.6,,2024-11-01T20:45:00Z,1,0,1,0,0,1,1,0,0,1,15.0,,,,,,,0.0,0.0,PS_016,,,6.9
21.0,,2024-11-01T21:00:00Z,1,0,1,0,0,1,1,0,0,1,13.0,,,,,,,0.0,0.0,PS_016,,,2.5
21.200000000000003,,2024-11-01T21:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,1.3
21.3,,2024-11-01T21:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.7000000000000001
21.5,,2024-11-01T21:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.7000000000000001
21.6,,2024-11-01T22:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.9
21.6,,2024-11-01T22:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.7999999999999999
21.6,,2024-11-01T22:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,1.1
21.5,,2024-11-01T22:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.9
21.5,,2024-11-01T23:00:00Z,0,0,0,0,0,0,1,0,0,0,0.0,,true,true,true,true,,0.0,0.0,PS_016,,,0.7
21.5,,2024-11-01T23:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.5
21.5,,2024-11-01T23:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.400000000000002,,2024-11-01T23:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.5,,2024-11-02T00:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.5,,2024-11-02T00:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.700000000000003,,2024-11-02T00:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.6,,2024-11-02T00:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.700000000000003,,2024-11-02T01:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.8,,2024-11-02T01:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.700000000000003,,2024-11-02T01:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.8,,2024-11-02T01:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.8,,2024-11-02T02:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.8,,2024-11-02T02:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.900000000000002,,2024-11-02T02:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.800000000000004,,2024-11-02T02:45:00Z,0,0,0,0,0,0,1,0,0,0,0.0,,true,true,true,true,,0.0,0.0,PS_016,,,0.0
21.700000000000003,,2024-11-02T03:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.0
,,2024-11-02T03:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T03:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T03:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T04:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T04:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T04:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T04:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T05:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T05:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T05:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T05:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T06:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T06:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T06:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T06:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T07:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T07:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T07:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T07:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T08:00:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T08:15:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T08:30:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
,,2024-11-02T08:45:00Z,0,0,0,0,0,0,1,0,0,0,,,,,,,,,0.0,PS_016,,,
21.400000000000002,,2024-11-02T09:00:00Z,1,0,1,0,0,1,1,0,0,1,15.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.6,,2024-11-02T09:15:00Z,1,0,1,0,0,1,1,0,0,1,40.0,,,,,,,0.0,0.0,PS_016,,,0.0
21.8,,2024-11-02T09:30:00Z,1,0,1,0,0,1,1,0,0,1,71.0,,,,,,,0.0,0.0,PS_016,,,0.0
22.0,,2024-11-02T09:45:00Z,1,0,1,0,0,1,1,0,0,1,134.0,,,,,,,0.0,0.0,PS_016,,,0.0
22.200000000000003,,2024-11-02T10:00:00Z,0,0,0,0,0,0,1,0,0,0,150.5,,true,true,true,true,,0.0,0.0,PS_016,,,0.0
22.400000000000002,,2024-11-02T10:15:00Z,1,0,1,0,0,1,1,0,0,1,167.0,,,,,,,0.0,0.0,PS_016,,,0.0
22.6,,2024-11-02T10:30:00Z,1,0,1,0,0,1,1,0,0,1,182.0,,,,,,,0.0,0.0,PS_016,,,0.0
22.8,,2024-11-02T10:45:00Z,1,0,1,0,0,1,1,0,0,1,163.0,,,,,,,0.0,0.0,PS_016,,,0.0
23.0,,2024-11-02T11:00:00Z,1,0,1,0,0,1,1,0,0,1,211.0,,,,,,,0.0,0.0,PS_016,,,0.0
23.5,,2024-11-02T11:15:00Z,1,0,1,0,0,1,1,0,0,1,291.0,,,,,,,0.0,0.0,PS_016,,,0.0
23.900000000000002,,2024-11-02T11:30:00Z,1,0,1,0,0,1,1,0,0,1,433.0,,,,,,,0.0,0.0,PS_016,,,1.2000000000000002
24.200000000000003,,2024-11-02T11:45:00Z,1,0,1,0,0,1,1,0,0,1,480.0,,,,,,,0.0,0.0,PS_016,,,1.7000000000000002
24.5,,2024-11-02T12:00:00Z,1,0,1,0,0,1,1,0,0,1,359.0,,,,,,,0.0,0.0,PS_016,,,1.1
24.400000000000002,,2024-11-02T12:15:00Z,1,0,1,0,0,1,1,0,0,1,336.0,,,,,,,0.0,0.0,PS_016,,,2.0
25.3,,2024-11-02T12:30:00Z,1,0,1,0,0,1,1,0,0,1,497.00000000000006,,,,,,,0.0,0.0,PS_016,,,1.6
26.1,,2024-11-02T12:45:00Z,1,0,1,0,0,1,1,0,0,1,937.0,,,,,,,0.0,0.0,PS_016,,,1.6000000000000003
26.999999999999996,,2024-11-02T13:00:00Z,1,0,1,0,0,1,1,0,0,1,1039.0,,,,,,,0.0,0.0,PS_016,,,2.0
27.800000000000004,,2024-11-02T13:15:00Z,1,0,1,0,0,1,1,0,0,1,1123.0,,,,,,,0.0,0.0,PS_016,,,1.5
28.200000000000003,,2024-11-02T13:30:00Z,1,0,1,0,0,1,1,0,0,1,1104.0,,,,,,,0.0,0.0,PS_016,,,1.0
28.300000000000004,,2024-11-02T13:45:00Z,0,0,0,0,0,0,1,0,0,0,733.0,,true,true,true,true,,0.0,0.0,PS_016,,,1.25
28.400000000000002,,2024-11-02T14:00:00Z,1,0,1,0,0,1,1,0,0,1,362.0,,,,,,,0.0,0.0,PS_016,,,1.5
28.900000000000002,,2024-11-02T14:15:00Z,1,0,1,0,0,1,1,0,0,1,1061.0,,,,,,,0.0,0.0,PS_016,,,3.4000000000000004
29.499999999999996,,2024-11-02T14:30:00Z,1,0,1,0,0,1,1,0,0,1,1061.0,,,,,,,0.0,0.0,PS_016,,,1.2000000000000002
29.7,,2024-11-02T14:45:00Z,1,0,1,0,0,1,1,0,0,1,1061.0,,,,,,,0.0,0.0,PS_016,,,0.5
29.700000000000003,,2024-11-02T15:00:00Z,1,0,1,0,0,1,1,0,0,1,288.0,,,,,,,0.0,0.0,PS_016,,,1.6
30.400000000000002,,2024-11-02T15:15:00Z,1,0,1,0,0,1,1,0,0,1,1073.0,,,,,,,0.0,0.0,PS_016,,,1.7000000000000002
30.499999999999996,,2024-11-02T15:30:00Z,1,0,1,0,0,1,1,0,0,1,981.0,,,,,,,0.0,0.0,PS_016,,,1.3
30.1,,2024-11-02T15:45:00Z,1,0,1,0,0,1,1,0,0,1,1001.0000000000001,,,,,,,0.0,0.0,PS_016,,,1.9000000000000004
30.400000000000002,,2024-11-02T16:00:00Z,1,0,1,0,0,1,1,0,0,1,801.9999999999999,,,,,,,0.0,0.0,PS_016,,,1.0
30.8,,2024-11-02T16:15:00Z,1,0,1,0,0,1,1,0,0,1,654.0,,,,,,,0.0,0.0,PS_016,,,1.6
30.900000000000002,,2024-11-02T16:30:00Z,1,0,1,0,0,1,1,0,0,1,683.0,,,,,,,0.0,0.0,PS_016,,,1.9000000000000001
31.099999999999998,,2024-11-02T16:45:00Z,1,0,1,0,0,1,1,0,0,1,231.0,,,,,,,0.0,0.0,PS_016,,,1.1
30.200000000000003,,2024-11-02T17:00:00Z,1,0,1,0,0,1,1,0,0,1,163.0,,,,,,,0.0,0.0,PS_016,,,0.8
30.1,,2024-11-02T17:15:00Z,1,0,1,0,0,1,1,0,0,1,284.0,,,,,,,0.0,0.0,PS_016,,,1.0
30.25,,2024-11-02T17:30:00Z,0,0,0,0,0,0,1,0,0,0,336.5,,true,true,true,true,,0.0,0.0,PS_016,,,1.0
30.400000000000002,,2024-11-02T17:45:00Z,1,0,1,0,0,1,1,0,0,1,389.0,,,,,,,0.0,0.0,PS_016,,,1.0
30.7,,2024-11-02T18:00:00Z,1,0,1,0,0,1,1,0,0,1,338.0,,,,,,,0.0,0.0,PS_016,,,2.0
31.0,,2024-11-02T18:15:00Z,1,0,1,0,0,1,1,0,0,1,874.0,,,,,,,0.0,0.0,PS_016,,,1.7000000000000002
31.400000000000002,,2024-11-02T18:30:00Z,1,0,1,0,0,1,1,0,0,1,396.0,,,,,,,0.0,0.0,PS_016,,,1.2000000000000002
30.7,,2024-11-02T18:45:00Z,1,0,1,0,0,1,1,0,0,1,225.0,,,,,,,0.0,0.0,PS_016,,,1.4000000000000001
30.600000000000005,,2024-11-02T19:00:00Z,1,0,1,0,0,1,1,0,0,1,149.0,,,,,,,0.0,0.0,PS_016,,,1.5
30.200000000000003,,2024-11-02T19:15:00Z,1,0,1,0,0,1,1,0,0,1,81.0,,,,,,,0.0,0.0,PS_016,,,0.9
30.0,,2024-11-02T19:30:00Z,1,0,1,0,0,1,1,0,0,1,87.0,,,,,,,0.0,0.0,PS_016,,,0.7000000000000001
29.900000000000002,,2024-11-02T19:45:00Z,1,0,1,0,0,1,1,0,0,1,116.0,,,,,,,0.0,0.0,PS_016,,,1.0
29.900000000000002,,2024-11-02T20:00:00Z,1,0,1,0,0,1,1,0,0,1,90.0,,,,,,,0.0,0.0,PS_016,,,1.3
29.600000000000005,,2024-11-02T20:15:00Z,1,0,1,0,0,1,1,0,0,1,28.0,,,,,,,0.0,0.0,PS_016,,,0.6000000000000001
28.900000000000002,,2024-11-02T20:30:00Z,1,0,1,0,0,1,1,0,0,1,21.0,,,,,,,0.0,0.0,PS_016,,,0.4
28.6,,2024-11-02T20:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,1.1
27.400000000000002,,2024-11-02T21:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.7000000000000001
27.0,,2024-11-02T21:15:00Z,0,0,0,0,0,0,1,0,0,0,0.0,,true,true,true,true,,0.0,0.0,PS_016,,,0.9000000000000001
26.6,,2024-11-02T21:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,1.1
25.700000000000003,,2024-11-02T21:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,1.3
25.299999999999997,,2024-11-02T22:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.7000000000000001
24.5,,2024-11-02T22:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.4
25.1,,2024-11-02T22:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.7000000000000001
25.5,,2024-11-02T22:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,2.2
24.200000000000003,,2024-11-02T23:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,3.9000000000000004
23.400000000000002,,2024-11-02T23:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,4.2
23.0,,2024-11-02T23:30:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,1.9000000000000001
22.8,,2024-11-02T23:45:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,1.6
22.700000000000003,,2024-11-03T00:00:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,0.6000000000000001
22.6,,2024-11-03T00:15:00Z,1,0,1,0,0,1,1,0,0,1,0.0,,,,,,,0.0,0.0,PS_016,,,1.3
