ambient_temperature_celsius,battery_voltage,datetime,document_count_ambient_temperature_celsius,document_count_battery_voltage,document_count_ghi_irradiance_wm2,document_count_gri_irradiance_wm2,document_count_panel_temperature_celsius,document_count_poa_irradiance_wm2,document_count_precipitation_accumulated_mm,document_count_tracker_albedo_index,document_count_wind_direction_degrees,document_count_wind_speed_ms,ghi_irradiance_wm2,gri_irradiance_wm2,interpolated_keys_ambient_temperature_celsius,interpolated_keys_ghi_irradiance_wm2,interpolated_keys_poa_irradiance_wm2,interpolated_keys_wind_speed_ms,panel_temperature_celsius,poa_irradiance_wm2,precipitation_accumulated_mm,ps_id,tracker_albedo_index,wind_direction_degrees,wind_speed_ms
,,2024-08-20T03:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T04:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T04:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T04:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T04:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T05:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T05:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T05:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T05:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T06:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T06:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T06:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T06:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T07:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T07:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T07:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T07:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T08:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T08:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T08:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T08:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T09:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T09:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T09:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T09:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T10:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T10:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T10:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T10:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T11:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T11:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T11:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T11:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T12:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T12:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T12:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T12:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T13:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T13:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T13:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T13:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T14:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T14:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T14:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T14:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-20T15:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
17.752955607079922,,2024-08-20T15:15:00Z,2,0,2,0,0,2,0,0,0,2,761.7566487312165,,,,,,,772.2659251788542,,PS_014,,,5.104938796891717
17.910927591876785,,2024-08-20T15:30:00Z,3,0,3,0,0,3,0,0,0,3,761.7830192822079,,,,,,,772.2240412245714,,PS_014,,,3.8389815007361157
17.79968025736396,,2024-08-20T15:45:00Z,4,0,4,0,0,4,0,0,0,4,762.2155634326219,,,,,,,772.879892917558,,PS_014,,,3.0726473651904707
17.1483003936446,,2024-08-20T16:00:00Z,4,0,4,0,0,4,0,0,0,4,755.7183512777036,,,,,,,772.6708364783348,,PS_014,,,3.7127191314646724
16.564886100653652,,2024-08-20T16:15:00Z,4,0,4,0,0,4,0,0,0,4,749.6147394096147,,,,,,,775.976550344493,,PS_014,,,3.5652369704013043
15.687766419788872,,2024-08-20T16:30:00Z,4,0,4,0,0,4,0,0,0,4,733.474067653731,,,,,,,774.0686914725662,,PS_014,,,3.0809198835967964
14.348133251867276,,2024-08-20T16:45:00Z,4,0,4,0,0,4,0,0,0,4,712.6252892757782,,,,,,,771.9226828796124,,PS_014,,,3.2699604980028423
14.152203453940086,,2024-08-20T17:00:00Z,4,0,4,0,0,4,0,0,0,4,690.1544830218963,,,,,,,770.3648523774459,,PS_014,,,3.182885231371976
14.358488808232023,,2024-08-20T17:15:00Z,3,0,3,0,0,3,0,0,0,3,663.014329324434,,,,,,,767.1145967944161,,PS_014,,,2.8237335589298738
14.319755226301163,,2024-08-20T17:30:00Z,4,0,4,0,0,4,0,0,0,4,633.2499790352679,,,,,,,763.781146459484,,PS_014,,,2.58440711448302
14.504843165502995,,2024-08-20T17:45:00Z,4,0,4,0,0,4,0,0,0,4,599.1445626968521,,,,,,,758.450602576936,,PS_014,,,3.3572227490470135
13.862608127058557,,2024-08-20T18:00:00Z,4,0,4,0,0,4,0,0,0,4,561.1324686302786,,,,,,,749.6967044411209,,PS_014,,,2.527021430359939
13.936616218529537,,2024-08-20T18:15:00Z,4,0,4,0,0,4,0,0,0,4,516.863471441476,,,,,,,734.4593877392534,,PS_014,,,2.4345546295815
12.995772248561618,,2024-08-20T18:30:00Z,3,0,3,0,0,3,0,0,0,3,472.68848538048974,,,,,,,717.6924195019736,,PS_014,,,1.976878678375729
13.030349978207894,,2024-08-20T18:45:00Z,4,0,4,0,0,4,0,0,0,4,427.6520764424094,,,,,,,701.5771699814982,,PS_014,,,2.041872987061619
12.628710601194856,,2024-08-20T19:00:00Z,4,0,4,0,0,4,0,0,0,4,377.93567804250705,,,,,,,677.938808101369,,PS_014,,,2.1624725840263013
12.756940469727136,,2024-08-20T19:15:00Z,3,0,3,0,0,3,0,0,0,3,326.78334439578856,,,,,,,643.744613668979,,PS_014,,,1.6719111947742105
13.666014195664484,,2024-08-20T19:30:00Z,4,0,4,0,0,4,0,0,0,4,270.2441215850347,,,,,,,589.3322612110965,,PS_014,,,1.6417408852058037
13.42783297673197,,2024-08-20T19:45:00Z,4,0,4,0,0,4,0,0,0,4,217.10150673570354,,,,,,,532.3184294801815,,PS_014,,,2.4180251021575625
14.189688661513296,,2024-08-20T20:00:00Z,4,0,4,0,0,4,0,0,0,4,165.59247361848435,,,,,,,451.29973093949627,,PS_014,,,1.4989878992788128
14.940952882461593,,2024-08-20T20:15:00Z,3,0,3,0,0,3,0,0,0,3,117.6592067533768,,,,,,,329.29068874480646,,PS_014,,,1.5253122502106036
16.63490273164948,,2024-08-20T20:30:00Z,4,0,4,0,0,4,0,0,0,4,72.19118559153216,,,,,,,204.92221246506412,,PS_014,,,0.9706558609939936
18.548868348277132,,2024-08-20T20:45:00Z,4,0,4,0,0,4,0,0,0,4,32.066151130748956,,,,,,,98.53394500067998,,PS_014,,,0.08592741845408744
19.9749136051502,,2024-08-20T21:00:00Z,4,0,4,0,0,4,0,0,0,4,2.5527237528883795,,,,,,,3.688079574954754,,PS_014,,,0.0994820140478462
22.775131611678116,,2024-08-20T21:15:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-14.013967853694352,,PS_014,,,0.4329704184526341
23.0419643467668,,2024-08-20T21:30:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-10.257429152581626,,PS_014,,,0.8304617802079794
21.767780154619114,,2024-08-20T21:45:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-6.609696040481689,,PS_014,,,0.8200849064338817
21.273361416185512,,2024-08-20T22:00:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-5.511204118171172,,PS_014,,,0.03263033707598166
21.665446991895777,,2024-08-20T22:15:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-7.609299539027727,,PS_014,,,0.02975371784201173
25.03144170902343,,2024-08-20T22:30:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-9.411410270621788,,PS_014,,,0.7623380412222486
28.20083929501116,,2024-08-20T22:45:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-7.045442945256755,,PS_014,,,1.0952295479482663
29.88606665751683,,2024-08-20T23:00:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-7.356189759846713,,PS_014,,,0.544438281495237
27.625549015368968,,2024-08-20T23:15:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-3.2695721447034565,,PS_014,,,0.6327499010684108
28.816857842834114,,2024-08-20T23:30:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-3.8308559190392417,,PS_014,,,0.7060796249136276
28.080354952186777,,2024-08-20T23:45:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-3.5906266179134025,,PS_014,,,0.5411804314724669
30.820389710368506,,2024-08-21T00:00:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-6.361340223905241,,PS_014,,,0.5588356782517426
29.173335182756436,,2024-08-21T00:15:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-0.6845946679084234,,PS_014,,,1.037342149095716
28.135664395117693,,2024-08-21T00:30:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-1.0949316703325649,,PS_014,,,0.4739010439832241
28.62606064810754,,2024-08-21T00:45:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-2.4406939628450255,,PS_014,,,0.8211299390152278
31.721629428684917,,2024-08-21T01:00:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-3.7583494254640364,,PS_014,,,1.059666549697009
29.675271281773792,,2024-08-21T01:15:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-0.985596167942314,,PS_014,,,1.1963903233461786
29.82237603861603,,2024-08-21T01:30:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-1.2668623857394872,,PS_014,,,1.2682980294833022
31.919293732691354,,2024-08-21T01:45:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-3.789661870912949,,PS_014,,,1.1806126922759497
31.381546212357478,,2024-08-21T02:00:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-1.7112367674032034,,PS_014,,,1.1267005693981016
34.21587238797691,,2024-08-21T02:15:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-8.24134207229574,,PS_014,,,0.15224294885442052
38.368964014245684,,2024-08-21T02:30:00Z,4,0,4,0,0,4,0,0,0,4,0.0,,,,,,,-4.657822244527711,,PS_014,,,0.7813398951942324
37.10554226434134,,2024-08-21T02:45:00Z,3,0,3,0,0,3,0,0,0,3,0.34379156833105107,,,,,,,-1.8379440906275208,,PS_014,,,0.6898040850556754
33.140736628833686,,2024-08-21T03:00:00Z,4,0,4,0,0,4,0,0,0,4,2.4367352229596007,,,,,,,0.8944168667523088,,PS_014,,,1.0089267794596186
31.105197399957,,2024-08-21T03:15:00Z,3,0,3,0,0,3,0,0,0,3,0.45128009186356854,,,,,,,-0.004782277285802506,,PS_014,,,1.093980621408302
30.14082345483908,,2024-08-21T03:30:00Z,3,0,3,0,0,3,0,0,0,3,0.3189493342370256,,,,,,,1.5126985636917296,,PS_014,,,1.2904543017125822
32.4360267094584,,2024-08-21T03:45:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-3.307321025749786,,PS_014,,,0.9244330940820649
29.94770101757564,,2024-08-21T04:00:00Z,3,0,3,0,0,3,0,0,0,3,0.07896662812805459,,,,,,,0.5137578817360906,,PS_014,,,1.0896133718296166
29.772344565450584,,2024-08-21T04:15:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-1.1286801199212282,,PS_014,,,0.7731274770191042
29.674907649882233,,2024-08-21T04:30:00Z,2,0,2,0,0,2,0,0,0,2,0.0,,,,,,,-1.7778033888735858,,PS_014,,,0.4617204378023295
28.209815019808545,,2024-08-21T04:45:00Z,2,0,2,0,0,2,0,0,0,2,0.0,,,,,,,0.4740835077130638,,PS_014,,,0.24330467033844022
29.484103537144502,,2024-08-21T05:00:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,0.16443428859058093,,PS_014,,,1.1165064073620574
30.071744151075233,,2024-08-21T05:15:00Z,2,0,2,0,0,2,0,0,0,2,0.0,,,,,,,-1.1089302237688423,,PS_014,,,0.8516632433214141
31.34761855563117,,2024-08-21T05:30:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-3.5060118212076516,,PS_014,,,0.9155677437132034
29.947001960727842,,2024-08-21T05:45:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-3.573613643494729,,PS_014,,,1.9992689824705816
29.675292228903725,,2024-08-21T06:00:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-2.504420159237076,,PS_014,,,2.1055664836938757
30.876817452914445,,2024-08-21T06:15:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-6.1839081790869,,PS_014,,,1.960343160856173
31.31137641526695,,2024-08-21T06:30:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-4.290757654776214,,PS_014,,,2.495283142680484
32.51269926938393,,2024-08-21T06:45:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-7.191927921440084,,PS_014,,,1.0485107174401065
34.39785095404802,,2024-08-21T07:00:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-6.1050594426223395,,PS_014,,,1.6185025654466085
36.0297879704768,,2024-08-21T07:15:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-6.249026096618568,,PS_014,,,1.8108377277754233
37.62003428675244,,2024-08-21T07:30:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-4.394070227668814,,PS_014,,,2.1694934539904605
38.16578523586622,,2024-08-21T07:45:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-4.205792130669583,,PS_014,,,1.9143115626554792
39.0268001614874,,2024-08-21T08:00:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-3.4205703437178507,,PS_014,,,3.4818686981506817
40.786585391032354,,2024-08-21T08:15:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-5.282902443916633,,PS_014,,,2.6638029624233788
42.136744511046324,,2024-08-21T08:30:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-3.8348169996351484,,PS_014,,,4.200465689675428
43.899668833293575,,2024-08-21T08:45:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-4.603469739461646,,PS_014,,,2.0912254696190704
45.81149283965798,,2024-08-21T09:00:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-6.437370298986716,,PS_014,,,1.6805969371413751
47.60991307752982,,2024-08-21T09:15:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-3.701844441420559,,PS_014,,,2.6957351991611715
49.92711360147012,,2024-08-21T09:30:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-6.819913839415093,,PS_014,,,2.9879695382847657
52.928682239522814,,2024-08-21T09:45:00Z,3,0,3,0,0,3,0,0,0,3,0.0,,,,,,,-2.7659981573154844,,PS_014,,,3.5211120236990165
55.76316009381418,,2024-08-21T10:00:00Z,3,0,3,0,0,3,0,0,0,3,4.273730147214275,,,,,,,6.2993900958904865,,PS_014,,,1.2179586088470178
57.448551695956425,,2024-08-21T10:15:00Z,3,0,3,0,0,3,0,0,0,3,22.120506712754544,,,,,,,21.27275015106318,,PS_014,,,2.3553220396276373
58.49681073305273,,2024-08-21T10:30:00Z,3,0,3,0,0,3,0,0,0,3,67.06747813911248,,,,,,,93.07482600764159,,PS_014,,,2.5352096335522285
58.67241663238048,,2024-08-21T10:45:00Z,3,0,3,0,0,3,0,0,0,3,109.48782016505338,,,,,,,153.02104210064795,,PS_014,,,3.3941778451008933
57.82610305940484,,2024-08-21T11:00:00Z,3,0,3,0,0,3,0,0,0,3,156.03903766116724,,,,,,,310.18863790002604,,PS_014,,,3.205380174918022
56.16470038522682,,2024-08-21T11:15:00Z,3,0,3,0,0,3,0,0,0,3,206.28012637378612,,,,,,,441.5975274161494,,PS_014,,,3.4899663484822736
54.46747025362811,,2024-08-21T11:30:00Z,3,0,3,0,0,3,0,0,0,3,258.64160887667924,,,,,,,556.5945682734066,,PS_014,,,2.9513499214741308
52.67101098804384,,2024-08-21T11:45:00Z,3,0,3,0,0,3,0,0,0,3,310.4948051351107,,,,,,,610.3962816320814,,PS_014,,,2.684131490752602
50.63454479571264,,2024-08-21T12:00:00Z,2,0,2,0,0,2,0,0,0,2,358.535658047625,,,,,,,651.9377529425481,,PS_014,,,5.0109206295515705
49.47843906793155,,2024-08-21T12:15:00Z,3,0,3,0,0,3,0,0,0,3,410.00407110350613,,,,,,,695.0664043432373,,PS_014,,,3.80389030389175
48.585482773452775,,2024-08-21T12:30:00Z,3,0,3,0,0,3,0,0,0,3,462.14893247774165,,,,,,,727.8911410918552,,PS_014,,,3.9849489159493734
47.38248114353382,,2024-08-21T12:45:00Z,3,0,3,0,0,3,0,0,0,3,511.65663870528863,,,,,,,751.2850011680772,,PS_014,,,4.35373877381553
46.58200822428618,,2024-08-21T13:00:00Z,3,0,3,0,0,3,0,0,0,3,556.1264312574452,,,,,,,763.9848103534905,,PS_014,,,5.981760846134788
46.02838655820026,,2024-08-21T13:15:00Z,3,0,3,0,0,3,0,0,0,3,597.541521596543,,,,,,,773.9897207148664,,PS_014,,,4.057011692321773
45.01617189527171,,2024-08-21T13:30:00Z,3,0,3,0,0,3,0,0,0,3,634.4763686034479,,,,,,,781.5813146852618,,PS_014,,,3.5432158734541663
44.135114184284056,,2024-08-21T13:45:00Z,4,0,4,0,0,4,0,0,0,4,670.0094182269521,,,,,,,786.7823030754973,,PS_014,,,3.235924244011596
42.51697843953636,,2024-08-21T14:00:00Z,4,0,4,0,0,4,0,0,0,4,699.3939932328342,,,,,,,790.4232526269204,,PS_014,,,4.238455368789372
40.97508459168264,,2024-08-21T14:15:00Z,4,0,4,0,0,4,0,0,0,4,727.1753636102316,,,,,,,795.5703234734393,,PS_014,,,5.4934577229802715
40.76806686950564,,2024-08-21T14:30:00Z,3,0,3,0,0,3,0,0,0,3,749.0639432477273,,,,,,,797.4752927443118,,PS_014,,,4.28399395033616
38.37851309357702,,2024-08-21T14:45:00Z,4,0,4,0,0,4,0,0,0,4,764.1227522669408,,,,,,,796.9364456417456,,PS_014,,,5.1557870297075
35.34422133314127,,2024-08-21T15:00:00Z,4,0,4,0,0,4,0,0,0,4,777.5238173837446,,,,,,,797.566241086057,,PS_014,,,4.8294419582387835
32.10423213120289,,2024-08-21T15:15:00Z,3,0,3,0,0,3,0,0,0,3,784.6359751531251,,,,,,,797.7012288703786,,PS_014,,,4.1862257653573005
28.718566222975515,,2024-08-21T15:30:00Z,4,0,4,0,0,4,0,0,0,4,789.0267870253506,,,,,,,798.5767191791747,,PS_014,,,6.092352511607219
26.17213025321605,,2024-08-21T15:45:00Z,4,0,4,0,0,4,0,0,0,4,782.8802429375138,,,,,,,793.2722301376193,,PS_014,,,4.867431982041048
21.797179533174894,,2024-08-21T16:00:00Z,4,0,4,0,0,4,0,0,0,4,782.6713004693518,,,,,,,799.5641081379794,,PS_014,,,4.1354099624604554
20.723044306541524,,2024-08-21T16:15:00Z,3,0,3,0,0,3,0,0,0,3,774.9394547493362,,,,,,,801.3296709030107,,PS_014,,,4.2803154799591185
20.28130567887887,,2024-08-21T16:30:00Z,4,0,4,0,0,4,0,0,0,4,763.0703921205156,,,,,,,803.5254306554363,,PS_014,,,4.921552344063112
20.270746445710635,,2024-08-21T16:45:00Z,4,0,4,0,0,4,0,0,0,4,742.9162792588696,,,,,,,802.0383172380734,,PS_014,,,4.312835842622269
20.247068652664595,,2024-08-21T17:00:00Z,4,0,4,0,0,4,0,0,0,4,723.0106624427551,,,,,,,807.0544118628488,,PS_014,,,4.666153801728306
20.04532210085524,,2024-08-21T17:15:00Z,3,0,3,0,0,3,0,0,0,3,693.0226281049462,,,,,,,802.9083335151385,,PS_014,,,4.4300631189714865
19.870913820863418,,2024-08-21T17:30:00Z,4,0,4,0,0,4,0,0,0,4,648.6364102019755,,,,,,,782.9614839830069,,PS_014,,,3.986047615335927
19.256815654235528,,2024-08-21T17:45:00Z,4,0,4,0,0,4,0,0,0,4,619.0351291499559,,,,,,,787.2145343211249,,PS_014,,,3.926747833789421
18.55530576972195,,2024-08-21T18:00:00Z,3,0,3,0,0,3,0,0,0,3,587.7913710538259,,,,,,,789.362943654121,,PS_014,,,4.624215076780204
17.660561707638337,,2024-08-21T18:15:00Z,4,0,4,0,0,4,0,0,0,4,544.1186665006046,,,,,,,778.0221722055953,,PS_014,,,4.325941023043963
17.183874670424554,,2024-08-21T18:30:00Z,2,0,2,0,0,2,0,0,0,2,496.1635368951174,,,,,,,762.5587229365486,,PS_014,,,4.395907215596358
17.297330417267673,,2024-08-21T18:45:00Z,2,0,2,0,0,2,0,0,0,2,445.98782209786833,,,,,,,748.83848685414,,PS_014,,,5.966358275086235
18.459441108608573,,2024-08-21T19:00:00Z,3,0,3,0,0,3,0,0,0,3,397.6061346713356,,,,,,,727.9617594933528,,PS_014,,,4.34465826492238
18.710267279366857,,2024-08-21T19:15:00Z,4,0,4,0,0,4,0,0,0,4,346.8814973284765,,,,,,,699.2082030792346,,PS_014,,,4.4322088263655814
18.391331719028603,,2024-08-21T19:30:00Z,4,0,4,0,0,4,0,0,0,4,292.96548178499756,,,,,,,660.9331408999531,,PS_014,,,3.7003239573210234
18.44424550075454,,2024-08-21T19:45:00Z,3,0,3,0,0,3,0,0,0,3,236.83073245269458,,,,,,,601.9554675030105,,PS_014,,,4.280551752019571
19.945854033814427,,2024-08-21T20:00:00Z,4,0,4,0,0,4,0,0,0,4,184.8700960822147,,,,,,,518.6041588660848,,PS_014,,,3.135367308273579
21.36536766760038,,2024-08-21T20:15:00Z,4,0,4,0,0,4,0,0,0,4,136.0883873908247,,,,,,,388.17550757058694,,PS_014,,,3.747213613035759
,,2024-08-21T20:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-21T20:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-21T21:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-21T21:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-21T21:30:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-21T21:45:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-21T22:00:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
,,2024-08-21T22:15:00Z,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PS_014,,,
