date,DSS-0.Bus-149-V3_pu,DSS-0.Bus-97-V3_pu,DSS-0.Bus-450-V3_pu,DSS-0.Bus-114-V3_pu,DSS-0.Bus-149-V1_pu,DSS-0.Bus-97-V1_pu,DSS-0.Bus-450-V1_pu,DSS-0.Bus-114-V1_pu,DSS-0.Bus-149-V2_pu,DSS-0.Bus-97-V2_pu,DSS-0.Bus-450-V2_pu,DSS-0.Bus-114-V2_pu,DSS-0.Line-l115-Q1_var,DSS-0.Line-l115-I3_A,DSS-0.Line-l115-I1_ang,DSS-0.Line-l115-Q3_var,DSS-0.Line-l115-I1_A,DSS-0.Line-l115-I2_ang,DSS-0.Line-l115-P2_w,DSS-0.Line-l115-P1_w,DSS-0.Line-l115-I2_A,DSS-0.Line-l115-P3_w,DSS-0.Line-l115-Q2_var,DSS-0.Line-l115-I3_ang
2024-01-01 01:10:00,1.0000043056611196,1.0106736849274507,1.0106331980130192,0.0,1.0000036945042663,1.0096270655573272,1.0096412363031997,1.008182409499639,1.0000044358252342,1.0131544501254923,1.0129426233631662,0.0,-160.11037749669597,95.98208251393237,41.847526064685574,-185.8763554367004,99.9215701553865,-58.59616580383991,104.19167851530601,178.77353375181818,90.63535611923888,136.35761259063915,-191.1326144052478,173.73629990447515
2024-01-01 01:15:00,1.0000044102086372,1.0114666610520608,1.0114365873121696,0.0,1.0000036551942684,1.0088673363224236,1.0088679214086373,1.0073899346215678,1.0000044347226622,1.013132145140869,1.0129007165933472,0.0,-158.47107898053366,95.43283552566226,40.844749478272306,-190.27103821708943,100.88534442616722,-59.01778072814968,106.007326109895,183.2992880695846,90.98901017627092,127.80409394433265,-191.10352614816006,176.11076854337767
2024-01-01 01:20:00,1.0000044264339698,1.0114796784783817,1.0114777093727008,0.0,1.0000036027759647,1.0082183243717702,1.0081963686751612,1.0066968969985988,1.0000044685777425,1.0133841587034884,1.0131423246787077,0.0,-156.26464140374344,95.01985736749485,39.840272783175365,-190.93833570314982,101.55554108657505,-58.588463923150925,104.92723606686326,187.28513063292118,91.2977245744958,125.00317095279385,-192.54353720425618,176.78793471039899
2024-01-01 01:25:00,1.0000044569421673,1.0114472708199704,1.0114525012565985,0.0,1.000003587994717,1.0079587249253055,1.007924360847068,1.0063896110838009,1.0000045760422756,1.013937941038938,1.013729445644504,0.0,-155.63268993040612,94.75533454672608,39.70389201755442,-192.21418103807366,101.43450093886494,-57.13601846321649,101.0219539295933,187.43289149335274,92.21866030952147,121.8497861128088,-197.10972581238912,177.6281149206579
2024-01-01 01:30:00,1.0000044646149657,1.0115869306881904,1.0115932036807083,0.0,1.0000037048937238,1.0086348197166533,1.0085996645274709,1.0069927282531028,1.0000045152599577,1.013439495960755,1.0132309203753977,0.0,-160.55402995349806,94.85863064792798,41.95139882645211,-192.5424420534004,99.99619160168146,-57.632365595477474,101.82831187292086,178.61626609146117,91.41308387042558,121.79514064535691,-194.51304507441142,177.68392125012994
2024-01-01 01:35:00,1.000004417279277,1.011066078146817,1.0110087237879013,0.0,1.0000037217825313,1.009086111113388,1.0090820915730139,1.0075468813996231,1.0000045420547674,1.0138373887899383,1.0136795632310471,0.0,-161.25052654880605,95.16975814043984,42.51300813059115,-190.55834315896863,99.35138718261923,-56.66658720283158,98.24589049426629,175.89241807618833,91.14458749435379,126.234771549547,-195.62546860430012,176.4774724002646
2024-01-01 01:40:00,1.000004413536277,1.0111918429799167,1.011137217395344,0.0,1.0000037140848776,1.009319677305314,1.0093214884240005,1.007814454071956,1.0000044579910012,1.0134918031329905,1.0133316119565305,0.0,-160.95715487078232,95.13713889331468,41.87575283189859,-190.39892881266817,100.39480984575464,-57.85515256220157,101.49518217790094,179.54095197707173,90.44294441616216,126.3334387933708,-192.0555274519538,176.4347712179843
2024-01-01 01:45:00,1.0000043884892547,1.011080638400512,1.010990582465339,0.0,1.0000036616614336,1.0092660692766822,1.0092956626924403,1.0079079010437377,1.0000043727568875,1.0131842512151503,1.0130132952944688,0.0,-158.75082088424608,95.25702154779786,40.85457403028037,-189.3464354984977,101.04339241362327,-59.55435785874398,106.85912545615395,183.5592283494046,90.20127691606412,128.41916633369968,-188.45658528597528,175.85379056704153
2024-01-01 01:50:00,1.0000044376486596,1.0114596325903082,1.0113705110098135,0.0,1.0000035707108506,1.0083797783010147,1.008410827980433,1.0069297197077811,1.0000043924862163,1.0134770598755074,1.0132945170059724,0.0,-154.9294968936362,94.85029078391322,39.02062038762872,-191.4042817847644,102.45489190647353,-59.579622842280806,107.45223200408095,191.17951236363885,90.63145420215079,123.53914215857156,-189.30799201433243,177.16019326682834
2024-01-01 01:55:00,1.0000044608515914,1.0116489417611598,1.0115867608604525,0.0,1.0000036172956783,1.0082551240125208,1.0082661231369894,1.0067014600359785,1.000004455736898,1.0137059438585956,1.0134831662504207,0.0,-156.8870837275163,94.54604214780724,39.94904060161572,-192.36981843377043,101.7287910869524,-58.59530845805133,104.65562989058994,187.307144826194,91.04144211963373,120.66054703376392,-191.990543050664,177.90257469122926
2024-01-01 02:00:00,1.0000045462853182,1.0120510255818094,1.0120438813445414,0.0,1.000003638623187,1.008165535835938,1.0081502485779816,1.0065768945852045,1.0000046566896326,1.0145175224892335,1.0143018686159397,0.0,-157.7678302046026,94.07831588543165,40.61263024430284,-195.9495060573604,100.91133832560247,-55.34275603155879,94.96090987982095,183.98717522874773,92.37098417874849,112.51659239532766,-200.5051381236692,-179.86512021087793
2024-01-01 02:05:00,1.000004527182824,1.012059257576681,1.0120679042908842,0.0,1.0000036971081998,1.0085997193172285,1.008575808134269,1.0069574233626153,1.0000046891662038,1.0146060236916656,1.0143918382349844,0.0,-160.20806750038852,94.16787948891236,42.08713890183193,-195.14898782193737,99.51870792733885,-54.98360123651005,94.07102155219835,177.3843207443508,92.73455954965888,114.32550671789957,-201.88797833758522,179.63649229297215
2024-01-01 02:10:00,1.0000044342759602,1.0114226150079788,1.0114029035662417,0.0,1.000003712915047,1.0090986974829552,1.009093356539759,1.0075391258301452,1.0000046309438397,1.0143548474274053,1.0141876124137807,0.0,-160.86348131507125,94.6658933032348,42.558861789149915,-191.2539036494248,99.02650437165194,-55.96387489469931,97.10908317200924,175.18856178915289,92.35217143091747,122.95475588853058,-199.42332247049194,177.26337354692012
2024-01-01 02:15:00,1.0000044123268648,1.011389559872409,1.0113649792162078,0.0,1.000003655287501,1.009046878122756,1.0090443633802693,1.0074340038614484,1.000004527896044,1.0139142227545066,1.0137558897423031,0.0,-158.4716166396414,94.92045202284157,40.898353613695654,-190.33857680809018,100.77667653908547,-57.09515396696055,99.78258526411982,182.95366893197414,91.21424967494518,125.48126707587173,-195.03408572776047,176.60484426554422
2024-01-01 02:20:00,1.0000043684584676,1.011188152844095,1.0111682456433888,0.0,1.0000036281731695,1.009233112207885,1.009236476980854,1.0077261328966742,1.0000044699549633,1.0137512768717065,1.0135464606632336,0.0,-157.340745338832,95.35678052036856,40.21913755822772,-188.50459678072113,101.45309499387004,-57.895165144175195,101.94058455744758,186.05988171024717,90.71998471258627,130.07406334184685,-192.57268232203882,175.3929348790793
2024-01-01 02:25:00,1.0000044370620746,1.011708822593128,1.0116693789246924,0.0,1.0000036385545592,1.0090651661895669,1.0090716627747158,1.007593026998605,1.000004437309879,1.0134111142918059,1.0132022325912795,0.0,-157.7834209010988,95.19892113144212,40.33201975771567,-191.39466959025185,101.50225066105143,-58.803867673279505,105.1323802157272,185.83953479643714,90.8501150813271,125.0911978591542,-191.20564624638104,176.832113610688
2024-01-01 02:30:00,1.0000044604826355,1.0118240754399026,1.0118208340465906,0.0,1.0000036051839583,1.00834007693302,1.00829175259473,1.0068258889379074,1.00000446481229,1.01369056578779,1.0134273611662434,0.0,-156.35695195561397,95.0870262403179,40.0211697171302,-192.37816255497424,101.23297562668434,-58.87569928176731,106.10006809844897,186.19754255375045,91.4778353135537,123.075373233026,-192.3939049762891,177.39044755215593
2024-01-01 02:35:00,1.000004556510911,1.0122574512466298,1.0122712526441837,0.0,1.00000365077626,1.0081399908765294,1.0080803997723882,1.0066310044546765,1.0000045568020408,1.0140906762635389,1.0138493665908137,0.0,-158.2775879518529,94.54387878177965,40.87455243258789,-196.4022380428881,100.70159239685354,-57.36083075380986,101.57667847548382,182.8831235822329,92.02126409221775,113.96896793540179,-196.2907594150005,179.87396099563554
2024-01-01 02:40:00,1.0000045157256294,1.0120403931557174,1.0120712966465149,0.0,1.000003716098756,1.0088188913688318,1.0087787962570536,1.0072620436547268,1.0000045705761158,1.013756712955838,1.0135042355360289,0.0,-160.96041167946433,95.2987867916307,43.227399865956905,-194.71786374388137,97.84947416713864,-57.024425734411324,100.41512161068631,171.23986624946448,92.01455403661684,120.30973234673247,-196.86941094760567,178.28928805580716
2024-01-01 02:45:00,1.0000044531331667,1.011475431346607,1.0114842809437212,0.0,1.0000036855348682,1.008958355914649,1.0089272047248843,1.0073843931155904,1.000004573500479,1.0137744822367756,1.0135630960880482,0.0,-159.65875229137953,95.72046289744492,42.86028288562332,-192.09553533863564,97.7263458407548,-56.60121752437188,98.64339555626205,172.050901562614,91.7217900353515,126.30687362755077,-196.97700922932825,176.6740635151367
2024-01-01 02:50:00,1.0000044036841362,1.0111453224972198,1.0111191090254288,0.0,1.0000036736704243,1.0090766906204505,1.0090438446637648,1.007475506276821,1.000004475045285,1.0134275800483008,1.0132800055732762,0.0,-159.21357370612824,95.61713785339651,41.75133590075212,-190.00331719134988,99.54864347027083,-57.7518997041683,101.43707604062969,178.37385862888294,90.70060472491328,128.9915134390418,-192.78578503186608,175.82760098926275
2024-01-01 02:55:00,1.0000043527198836,1.010871088664748,1.0108444668959369,0.0,1.000003708421407,1.0094283839005787,1.0093990748048516,1.0079858085447226,1.000004397320694,1.0130905026898414,1.0129396497520355,0.0,-160.71739288914006,95.75720543873636,41.78676936059976,-187.85623632885725,100.41934562886878,-58.6537667316823,103.53583844129122,179.8346480646062,89.8991012287662,132.682813640445,-189.47599338530458,174.76626827306538
2024-01-01 03:00:00,1.0000044065339442,1.010967722560272,1.0109016724706528,0.0,1.0000037123813503,1.0093793819323835,1.009370048346561,1.0079451460726407,1.000004425775772,1.0130486005440331,1.0128911564410175,0.0,-160.89198810726987,95.50144859518232,41.74029531757796,-190.11877750835504,100.61979083614689,-58.41231116318403,103.1589334007859,180.32417439279115,90.26880476063384,128.3252753994981,-190.6916280167071,175.98149026575132
2024-01-01 03:05:00,1.000004475021179,1.0114206342611471,1.011362938601758,0.0,1.0000037755315128,1.0092575322242923,1.0092550883393232,1.007761435480252,1.000004521167916,1.0133858374472027,1.0131651288679415,0.0,-163.53184229413446,95.03113384059512,43.274185981908104,-192.98907500768698,99.32640724411549,-57.37891127372649,100.8606846296144,173.69107206369574,91.31694332596672,121.86396292914775,-194.75654422457242,177.7292572004174
2024-01-01 03:10:00,1.0000045294836,1.0116367909703887,1.011579650394939,0.0,1.0000037848428043,1.0091212590328296,1.009126865580399,1.0076510315480742,1.0000046003036174,1.0136355829540251,1.0134112158861102,0.0,-163.91801811812923,94.54270214048786,43.55391793019673,-195.26337193009192,99.04852763280614,-56.15338685906366,97.28250624689446,172.40692358040116,91.89341998318079,115.90381408761519,-198.11201050800724,179.307456028432
2024-01-01 03:15:00,1.0000045165103597,1.0118262922828942,1.011806264389579,0.0,1.00000377239146,1.0090664736576465,1.009058198305946,1.007578440844292,1.0000045904070936,1.0136319992767728,1.0134085496964662,0.0,-163.38950301730702,94.34232010603964,43.377564243054024,-194.70735575606216,99.05029831825316,-56.504314570042986,98.58807570090922,172.91372503205417,91.98112383019523,115.89731089137953,-197.70096668840742,179.23710653667456
2024-01-01 03:20:00,1.0000044834468964,1.0116505289878508,1.0116149868201272,0.0,1.0000037131454733,1.0088236921925275,1.0088238439994357,1.007332317019448,1.0000045763159218,1.0138556660410922,1.0136576094271033,0.0,-160.89425467963605,94.61325827322185,42.22613685956249,-193.3258043439598,99.67750840453442,-56.25615898151165,97.21654388196772,177.27757050263833,91.49703835026003,119.4302949558831,-197.08338948233478,178.29343544100738
2024-01-01 03:25:00,1.000004427760424,1.0114267596433277,1.0113732844636742,0.0,1.0000037165925155,1.0090740680416215,1.0090876696561497,1.0076403525184932,1.0000045143649456,1.013574038001482,1.013405433426979,0.0,-161.03864461231035,94.87954632077368,42.30528613554678,-190.98824740699342,99.61543403361195,-57.4932688174709,101.20423594699774,176.9448800180179,91.27639113210766,124.31020247684644,-194.4684482264829,176.94058113781367
2024-01-01 03:30:00,1.0000044211312054,1.0116035301932385,1.0115626528572377,0.0,1.0000036504492775,1.008894540315566,1.0089013584876996,1.0075084085086803,1.0000044580571084,1.0134290637594001,1.013264132406665,0.0,-158.2631491090756,95.12503659722113,40.878574967076275,-190.71903235521583,100.68423874089514,-58.573851615676645,104.6163232749628,182.84049723815264,91.06982024870887,125.7968940223548,-192.08957943589462,176.59127411503744
2024-01-01 03:35:00,1.0000044887199868,1.0118449852797187,1.0117957358020022,0.0,1.0000036150780116,1.0087914379076994,1.0088029682138229,1.007365517650064,1.0000044985630079,1.0136363421821049,1.013473197887888,0.0,-156.78148704954333,94.91755927062458,40.08952513212462,-193.5618416415919,101.36390173122311,-57.79300250658135,102.1486824669494,186.2514442574107,91.2125560884265,120.43660475973306,-193.80072377489665,178.10944458127693
2024-01-01 03:40:00,1.0000045356574896,1.0120624909347762,1.012009370223914,0.0,1.0000036549241236,1.0085543903784038,1.0085611355493411,1.0070813498252185,1.0000046184734257,1.014471088264183,1.0142846135043149,0.0,-158.45657348052546,94.5940314316849,40.88747045432218,-195.52593314767807,100.78921409920461,-55.82716932842698,96.25835776587923,183.00653146260183,91.9941320043892,115.70259953224165,-198.88040999148578,179.3848899051132
2024-01-01 03:45:00,1.0000045975543723,1.0123421676375974,1.0123173760948827,0.0,1.0000036820600025,1.0084279437802661,1.0084251848427306,1.0069533395280295,1.0000046677442265,1.0145119124572985,1.014275681253294,0.0,-159.597729792825,94.50536591686571,41.429924317104295,-198.1289098332004,100.4215344779343,-55.015784946351985,93.77934141618518,180.83605427413517,92.33572752105275,110.75063880671026,-200.96704997597413,-179.20458713641793
2024-01-01 03:50:00,1.0000045422515547,1.0123481479803416,1.0123662944668483,0.0,1.0000036561448322,1.008478976932926,1.008458442590175,1.0069696440070064,1.0000046036258408,1.01411693451947,1.013864605053788,0.0,-158.4812978857788,94.71825821862652,41.32283900943525,-195.80957874601467,99.93085974783867,-56.50668948672187,98.8822878629983,180.24897444707733,92.24795157258497,115.80913283203586,-198.27038157940552,179.3981796391198
2024-01-01 03:55:00,1.000004499823506,1.0121714801227357,1.0121927217084012,0.0,1.0000036380770183,1.0085724742298148,1.008552045837468,1.006998868566294,1.0000045489381206,1.0139234733220432,1.0136847662534438,0.0,-157.72646272433929,95.00338555303071,40.88304707321747,-194.03396816859208,100.3337640834544,-56.90786456712538,99.43538686751619,182.1917321898535,91.48184520650294,120.06669729671518,-195.93234342144186,178.25093983827693
2024-01-01 04:00:00,1.0000044362249316,1.011642322996948,1.0116384615966676,0.0,1.0000036429662917,1.0091475107216232,1.0091431896331404,1.0075204905,1.00000452579165,1.0137163453436913,1.013519670729016,0.0,-157.94456475734955,95.22483215871321,40.789110972356355,-191.36045543971838,100.66327269565126,-56.989447650013844,99.28052289057914,183.04926541380914,91.0839072355816,125.25719925330897,-194.93888286690827,176.79261343755218
2024-01-01 04:05:00,1.0000044016015983,1.0114677075436895,1.0114634020279516,0.0,1.0000035615132885,1.0092807000494783,1.009276117991616,1.0077016882260352,1.0000044772148138,1.0136004858980867,1.0134037840090184,0.0,-154.53347981615428,95.43978815997359,38.976289261571075,-189.90788486458905,102.29070076277807,-57.602673882734145,100.84233997692895,190.99275616735812,90.61767368935153,128.37291021017919,-192.8728085336619,175.9421305508349
2024-01-01 04:10:00,1.0000044479686563,1.0115434560296257,1.0115337906823938,0.0,1.000003568499512,1.0092821192472259,1.0092701235618007,1.0077652474532874,1.0000044929542051,1.0135959025259593,1.0134037748263696,0.0,-154.8264974065756,95.28202786312194,39.122959795665686,-191.8585941646447,102.16177127297634,-57.875604852788484,102.38006617282113,190.3563145377761,91.16989414072825,124.7450457814473,-193.5626803505931,176.9682045886949
2024-01-01 04:15:00,1.0000045172921335,1.0118314660098267,1.0117710719054012,0.0,1.000003552877847,1.0088398800975014,1.0088349064040036,1.0073327117330646,1.0000045721905533,1.0142060618016604,1.0140362911317689,0.0,-154.15638865007045,94.9832881081042,39.011133005578884,-194.76966135509124,101.96447554443172,-56.866327807014976,99.76327679525266,190.28993032332428,91.91483042286413,118.77688140038988,-196.93207553934096,178.6236399202816
2024-01-01 04:20:00,1.0000045787365104,1.0122027034603913,1.0121649549420628,0.0,1.000003806123829,1.0089262976584203,1.0089137559385832,1.007491920477451,1.0000045639357062,1.0139044008834153,1.0136960163577542,0.0,-164.84069836471966,94.25041470098378,43.53738160259876,-197.3243255432609,99.6363081462923,-56.69804869533978,98.85506131729754,173.47761446781067,91.60957804554882,110.93364174440795,-196.56924060908713,-179.3443834771904
2024-01-01 04:25:00,1.0000045657423615,1.012112262100429,1.012083653280683,0.0,1.0000037096676004,1.0088998764307058,1.0088820518081818,1.0074592738896837,1.0000045568021763,1.0139982782244346,1.0137947941808014,0.0,-160.77193202002374,94.23919471416183,41.77847062471402,-196.77662200388204,100.46970638475514,-56.78551098068912,99.07810732195587,179.94812388681905,91.53852911115756,111.8477640513997,-196.26577354233254,-179.6140371877103
2024-01-01 04:30:00,1.0000044917358257,1.0117275689224647,1.0117299376642914,0.0,1.0000037154155166,1.0090797326910321,1.009051001885694,1.0076577828772681,1.0000045040281507,1.0137441578447048,1.0135426039779303,0.0,-161.01388128794596,94.61223055952198,41.89048574186325,-193.67529083710926,100.4013976568976,-57.04571559956611,99.04439483088596,179.51133681211883,90.69243713476772,118.85799400585519,-194.0038749518992,178.46251226353925
2024-01-01 04:35:00,1.0000043443497324,1.0106807312181718,1.0106381460210017,0.0,1.0000036983682354,1.0095714931584638,1.0095700869150503,1.008034704401029,1.0000044771202097,1.013533116375707,1.0133756298233312,0.0,-160.30099447880184,94.9181003332504,41.48589382831298,-187.46791661521593,100.75256794379962,-57.551747645081534,100.6208771794489,181.27566671951038,90.57267332968618,129.72093141808512,-192.8665392395425,175.31800892840312
2024-01-01 04:40:00,1.0000042982393653,1.0106140654889753,1.0105526223520778,0.0,1.000003622687351,1.0089422590266681,1.0089585597041222,1.0070498485606376,1.0000044689939946,1.0138753846181425,1.0137131518423153,0.0,-157.11401533144422,95.50480872139204,40.05193335464784,-185.54342288179015,101.65814548811375,-57.480547287452694,100.13250028267655,186.89522526085534,90.34833827254143,134.86977053367644,-192.51341609224696,173.98676634298081
2024-01-01 04:45:00,1.0000042171139094,1.010659647091814,1.0108010108135983,0.0,1.0000035617141425,1.0089991194181593,1.008948068928456,1.0074809238471494,1.0000041466057148,1.0109526746202464,1.0104465460818184,0.0,-154.48326752434573,97.01295768041142,39.845868456660675,-182.17098675316677,100.38609641614579,-65.75305238684416,128.86462478894487,185.11339609198333,91.82700902570181,145.27498569673716,-178.98529621484454,171.42866860614384
2024-01-01 04:50:00,1.000003959020351,1.0080209740416815,1.0080746530202664,0.0,1.000003116195464,1.0062476391592379,1.0060977925641927,1.0039201789463816,1.0000042367839763,1.0131890811031177,1.0127232806670705,0.0,-135.71515465989327,99.0251106806377,31.96367135384796,-171.3079114195317,106.738726455426,-64.74174862960425,126.79321082423326,217.4939193945952,92.6362823916211,164.98523228419933,-182.8290438790035,166.07687357844344
2024-01-01 04:55:00,1.0000040230568747,1.0095151900676518,1.0090792996773563,0.0,1.0000036036807989,1.0099515580545104,1.0101435865683055,1.0084954656168208,1.000004071094011,1.009983183343198,1.0096880833635384,0.0,-156.340990419373,98.07873005861109,39.29541249592922,-173.99024747537544,102.78121538238155,-67.01356757087586,132.528659900277,191.04081895347497,91.65954035384487,158.80140087014942,-175.78599594904668,167.61299182653445
2024-01-01 05:00:00,1.0000039424931557,1.0105252556894075,1.0104664639224992,0.0,1.0000034574532377,1.008266363360252,1.0082733657570808,1.0067359474691366,1.0000042203612338,1.0114343979157432,1.011204122243362,0.0,-150.12303267090795,97.64537795522232,37.46632304852376,-170.55947249933837,102.75341377984186,-65.50579334037488,129.95822099079376,195.88056130248614,93.16558168227661,160.96792340920496,-182.15692900233557,166.65696689902026
2024-01-01 05:05:00,1.0000040283096314,1.0096037788488663,1.0095979132501978,0.0,1.0000024295918328,1.0022434591657918,1.002227160397351,1.0000665145288636,1.0000039425369236,1.014666955124731,1.0144408266388658,0.0,-106.84263704993961,94.39165177557865,21.40538588212457,-174.07963029018984,121.88587462745137,-72.31373329421417,155.22014588466826,272.5497360314209,96.00147510735549,145.23457564810613,-170.50384892422454,170.16157278452266
2024-01-01 05:10:00,1.000003815362685,1.0086460166142501,1.0086245196434929,0.0,1.0000019653006782,0.9981288550994862,0.9981239403598714,0.9960610428314357,1.0000042011694723,1.0167065031609048,1.0165257611990535,0.0,-87.1654128907753,103.62278276565102,16.489182920451377,-165.36190934211464,127.86026965795895,-64.35833311249775,123.92669076651082,294.462184695508,91.42621117722135,186.00156716180504,-181.27415843363414,161.63796566417503
