date,PVSimulator-0.PVPanel_0-P_dc,PVSimulator-0.PVPanel_0-temperature,PVSimulator-0.PVPanel_0-irradiance,InverterSim-0.Inverter_0-P_ac,InverterSim-0.Inverter_0-Q_ac,DSS-0.PVSystem-pv-P_meas,DSS-0.PVSystem-pv-Q_meas,DSS-0.PVSystem-pv-Q3,DSS-0.PVSystem-pv-Q1,DSS-0.PVSystem-pv-P3,DSS-0.PVSystem-pv-Q2,DSS-0.PVSystem-pv-P2,DSS-0.PVSystem-pv-P1,DSS-0.Bus-149-V1_pu,DSS-0.Bus-97-V1_pu,DSS-0.Bus-149-V3_pu,DSS-0.Bus-97-V3_pu,DSS-0.Bus-149-V2_pu,DSS-0.Bus-97-V2_pu,DSS-0.Line-l115-P2_w,DSS-0.Line-l115-I1_ang,DSS-0.Line-l115-Q1_var,DSS-0.Line-l115-Q2_var,DSS-0.Line-l115-I3_A,DSS-0.Line-l115-I2_A,DSS-0.Line-l115-I1_A,DSS-0.Line-l115-I3_ang,DSS-0.Line-l115-P3_w,DSS-0.Line-l115-P1_w,DSS-0.Line-l115-I2_ang,DSS-0.Line-l115-Q3_var
2026-01-01 00:50:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015345763436,1.000335910575903,1.0000029833964286,1.006828359585249,1.0000031390096717,1.0099247650489382,197.82041435651556,11.322600756062787,-69.2200337866667,-136.49599376891027,109.53727401485027,100.06791160476313,146.7870480862697,149.64658188867753,228.644566435534,345.6881705292516,-85.39460882399736,-130.1358083955559
2026-01-01 00:55:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016016125888,1.000631906317498,1.0000030290104194,1.00688508174942,1.0000031843721242,1.010346013480571,192.00291362008664,12.039721661055482,-72.0120805146312,-138.38173499444005,109.60536106430605,98.54092259790276,143.73511767234788,150.11461597339098,227.7153751271255,337.6259690470836,-84.21893787060529,-132.08123312582038
2026-01-01 01:00:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015981213835,1.0012604735805224,1.0000029186346493,1.0054322977648145,1.000003223773108,1.0106732902914342,189.4375220838096,12.199295890571792,-71.80746726075246,-140.04454242205696,112.71043031906255,98.08637080176229,141.47992993185656,148.08925424145232,238.82033894937132,332.1299614254316,-83.5260325275792,-127.46234982747129
2026-01-01 01:05:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014651632028,1.0012879491271327,1.00000277123048,1.004418512411002,1.0000030852496309,1.010116385815068,193.06534477536073,10.870057311410177,-66.23779175276694,-134.14461195269482,117.14289199546984,97.88288854955276,146.23571812089205,145.53823632176395,253.86247101039183,344.92367249362013,-85.20812450926552,-121.29606754657298
2026-01-01 01:10:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015827188165,1.001775694436842,1.0000027623467664,1.0041308871493801,1.0000030232127093,1.0094973849467381,194.73810710757994,11.94400381839498,-71.1914843154525,-131.50284439388554,118.0305575867047,97.8358839747704,143.2192035853071,145.25307732683945,256.39122785223105,336.5335118658794,-85.96987300924857,-120.94067173573191
2026-01-01 01:15:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015039793302,1.0003132108096586,1.0000029657998506,1.0056599677711342,1.000003018697936,1.0094464537418488,198.18685437385585,11.128014673424426,-67.9039731005309,-131.34387369570555,113.59809167794948,98.99256292329072,146.48149867067792,148.33486354290298,240.14829304031161,345.2011857917049,-86.46673657159705,-129.49683308403934
2026-01-01 01:20:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000013982298428,0.9990613223804862,1.000002998568165,1.0056956833628339,1.0000030826429132,1.0099247299277017,196.12389850715508,10.19595138351043,-63.44784153062863,-134.0635043385347,111.93235347620111,98.91228905958634,149.22894976423498,149.12478282464454,234.84533209682658,352.7546051367329,-85.64510489024117,-130.8480125951858
2026-01-01 01:25:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000013673358752,0.9985555441113771,1.0000030579179215,1.0056359338003644,1.0000032876290073,1.0109843522716977,188.68592968504586,9.978570789924138,-62.127355196971905,-142.77347672526065,110.28871200183937,98.51630016641141,149.27296658463743,150.22145128222638,228.88688743493853,353.0968952182511,-82.88645888123892,-133.33174382036734
2026-01-01 01:30:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015975704386,0.9998653362576496,1.0000030716900628,1.0058945926222618,1.000003172300393,1.0100335606833701,190.2270951455912,12.055056457242243,-71.82569986476366,-137.8466520876599,110.351829291312,97.81116521072227,143.18345950777243,150.34967669650777,228.71874654599821,336.3109433084166,-84.07156988041056,-133.92024676365918
2026-01-01 01:35:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016323708858,1.000733286049399,1.0000029796903165,1.0048943498347513,1.000003226175999,1.01080084148342,183.40606915599386,12.477820124163992,-73.26456239312131,-140.08717392651803,112.61360336717773,96.08939441813455,141.17820005936682,148.74178713402654,237.149347782509,331.06941323733326,-82.627336642698,-130.06208262986044
2026-01-01 01:40:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016189758343,1.0011823886455926,1.000002972462472,1.0051320491389482,1.0000030657125736,1.010140695456877,189.58106295030603,12.147601562541684,-72.76001608795816,-133.27252101487656,112.62131049689866,96.48579870761547,143.95741862749608,148.66529470945338,237.33901486329654,338.0117494498374,-84.89363688904857,-129.75424154617855
2026-01-01 01:45:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015186225155,1.0010840063735977,1.0000029241989743,1.0049201583466456,1.0000029025381865,1.0095527029257052,199.74403830543287,11.216241961426785,-68.53548120912262,-126.38159520647409,113.66467805304839,98.41364718522064,146.6955937684161,147.89527262379212,241.27608455209514,345.600605896539,-87.67800602405414,-127.72537218543529
2026-01-01 01:50:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000001339867692,0.9993790934656474,1.000003021462512,1.005660738262262,1.0000029388477836,1.010106166153092,200.8421397118208,9.617571744979962,-61.020167413312095,-127.94857638559755,111.09219919493766,99.14931771595964,152.06075135828956,149.60148169332356,231.994083759991,360.0828344680284,-87.50067158951916,-131.80058863103466
2026-01-01 01:55:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014274039648,0.9991371334894471,1.0000030676596434,1.006030672560322,1.0000030596314602,1.0105404507504925,195.53326428386396,10.393731818242932,-64.6976109872135,-133.0714726216201,109.51791710073962,98.47639583532533,149.3038759909125,150.5561709066917,226.5098844241091,352.71050059987044,-85.76275569293162,-133.72542853560344
2026-01-01 02:00:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014676333402,0.9989602089605452,1.000003233082409,1.006801819849245,1.0000034431865006,1.0120883500092817,177.13924251059098,10.840634201450003,-66.35960834367103,-149.32415633269883,105.60241942005823,96.4619270644721,146.89747124569737,153.68130925996869,211.05729588471885,346.5186599303419,-79.87014899844237,-140.6597786937348
2026-01-01 02:05:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015840738983,0.9997972493101567,1.000003196465381,1.0068132566160866,1.0000035058848418,1.012259847921174,175.44571013171134,12.038038617977977,-71.22399180314558,-151.99406320461912,106.42756304997398,96.64808193797282,142.18174444171942,152.97457392287876,214.43876122656093,333.979272406954,-79.09683703307527,-139.1244398177184
2026-01-01 02:10:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016172553903,1.0007574777434074,1.0000030154662254,1.005584093447745,1.0000033957066683,1.0117862964670534,181.20844694338962,12.41584782232604,-72.6038490079819,-147.33018430903374,110.62314807020687,97.23756537867207,140.5922983838051,149.67295854483407,230.85065782236657,329.7741666375408,-80.88766443620652,-131.53218596650265
2026-01-01 02:15:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015061273502,1.0006593599278948,1.0000029719141197,1.005514874755482,1.0000031987789417,1.0109442456900652,186.30047084992304,11.16290238053504,-67.98927574503244,-138.94206877205488,112.01963536760616,96.76406581850048,146.21295272553607,148.82400976479443,235.7126275778062,344.5269917692425,-83.2848376004582,-129.7144698039924
2026-01-01 02:20:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014541399715,1.0010194516146522,1.0000028867689232,1.0051258199489772,1.0000030889155918,1.0106332878851862,190.39862325900492,10.63891124611789,-65.81995379797776,-134.27503218930818,114.53667347150136,97.00442716660096,148.43258935440903,147.29550942022328,244.460972567047,350.37376776017186,-84.80757543765802,-126.15322881000131
2026-01-01 02:25:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014735547484,1.0006941935749687,1.0000030191844698,1.006124272137955,1.0000030248112044,1.009980793080007,196.47990409128263,10.779676293493614,-66.64863674908142,-131.58877156321557,112.15889998884957,98.45763496890079,148.36153636498128,149.27583584869328,234.97417417709636,350.0433684326026,-86.18880006928435,-131.7327836504762
2026-01-01 02:30:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014055452182,0.9992955975618085,1.0000030656735646,1.006354888568716,1.000003076205941,1.0105135355373887,198.30199069086453,10.29921729809631,-63.74133593447349,-133.8094481824604,111.16782389175678,99.60306516498161,148.43215884444996,150.0457611330934,231.1223590769075,350.7568045729947,-85.98973004989288,-133.68646751438217
2026-01-01 02:35:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014918093572,0.9989086358054968,1.0000032516436732,1.0071880267011528,1.0000032515877944,1.011277551777328,189.6890963398984,11.064553021311543,-67.37573498671075,-141.23901799552056,106.74631791886704,98.46681705503804,146.16511222902463,153.49332958670618,213.80882498331763,344.53041782792553,-83.32956268570281,-141.48272423046538
2026-01-01 02:40:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016252500248,1.0002278209231774,1.0000031709870416,1.0067629366830435,1.0000032787926536,1.010643086873545,187.5063254232613,12.739863519052696,-72.87164727893843,-142.38300609690987,110.19361166861748,98.0266936949317,137.5793036047145,151.46430097928626,225.7462684541683,322.29993881017333,-82.7890178087349,-138.1457355624854
2026-01-01 02:45:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015673762939,1.0004965961745078,1.0000030488517517,1.0056773768702323,1.0000032853310805,1.0106803490291185,184.16216239155065,12.267272293863746,-70.40647034826489,-142.629744843934,113.21645947774667,96.98432493411075,137.96274730005436,149.28817796243533,237.16112387341593,323.78993087220283,-82.24321477119975,-133.02601380410488
2026-01-01 02:50:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015428430222,1.000722158786469,1.0000029522002656,1.0050398087437358,1.0000030978959844,1.0100179976820773,189.4819291816415,11.689496007403351,-69.47512256089776,-134.65070296986445,114.30238954405183,96.78328699963842,142.76553187218303,148.01205417219845,242.36746148598078,335.7793915064867,-84.60168062970713,-128.93624682791247
2026-01-01 02:55:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016083307437,1.001397888171897,1.000002852200349,1.0045060513538722,1.0000029504389274,1.009374748097651,193.48531639148513,12.057182179021641,-72.3088397079114,-128.37169571906156,116.13361251251712,96.6772489293987,144.12151887674347,146.5605438883833,249.48973483732215,338.51158529255355,-86.43718145030753,-124.72215970043308
2026-01-01 03:00:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016153521074,1.001302101455216,1.0000029560832882,1.0046966577357863,1.0000030036882246,1.0092915593963137,192.7907881112823,12.074275168257412,-72.61931349479336,-130.64666877219113,113.89839060674764,96.96459359917827,144.53846135785875,148.1569386524402,241.18516229441357,339.4692482102295,-85.87632376958874,-129.09081843506007
2026-01-01 03:05:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000017359521423,1.0010666326082616,1.0000030906613844,1.005574123968514,1.000003184898808,1.0099296169963572,188.41289560969918,13.365035488895566,-77.6612636554359,-138.368389063428,110.56908326638289,97.32895129799381,139.87985699127137,150.48743279599526,228.84575795198023,326.8614429559937,-83.70709677572314,-134.73450625502625
2026-01-01 03:10:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000017534413466,1.0008017686636559,1.0000031974421062,1.005998167571425,1.0000033353421918,1.0104055617991943,181.60628621134688,13.580675140237934,-78.38691071516436,-144.74733020871568,107.49349951307667,96.6922483744608,138.98628448776304,152.6256542693864,217.43818946742454,324.48069544035644,-81.44402560077853,-139.19630547470163
2026-01-01 03:15:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.00000172985348,1.0006955237075592,1.0000031740983877,1.0063630917186563,1.000003316084173,1.0103995887311898,184.06688209701488,13.373401369012845,-77.38621545765952,-143.94667169035705,107.24926322067114,97.2897739748689,139.29886971630017,152.4450142083232,217.38091969735285,325.4925372565025,-81.97361015202628,-138.19537082229127
2026-01-01 03:20:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016153312103,1.0002267644341925,1.0000031103600573,1.0060281825672148,1.000003290232128,1.01083101539599,181.45283058131994,12.264146419185105,-72.561563205342,-142.81266728950416,109.04073444404773,96.14203965240112,142.2212142712446,151.16487573220746,224.09577463611495,333.78824451586996,-81.79568757640371,-135.53113945219664
2026-01-01 03:25:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016244765242,1.0007113148870423,1.0000030019167394,1.0055926392148369,1.0000031718717546,1.010294097427629,189.03320440554816,12.351501734274255,-72.9467084125768,-137.8163391698791,111.43145330103548,97.40165277224857,141.98050433038836,149.3000444036302,233.39484645369083,333.1124807304494,-83.90600221619367,-130.97699807311463
2026-01-01 03:30:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014966169215,1.0003693078306573,1.0000029886720547,1.0059254870377883,1.0000030638149302,1.0100151493384943,195.50907609535358,11.104105760830722,-67.57955562499099,-133.25050719273972,112.37171773898594,98.5100319941382,146.09161195422533,148.9006339155974,236.2792549203755,344.3106001502629,-85.72361749149269,-130.4382762494288
2026-01-01 03:35:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000001428551349,1.0001754579762892,1.0000031186868854,1.0063866215483541,1.0000031413148516,1.0104076135624072,190.815787565151,10.453894004254167,-64.72764185747246,-136.5247006885912,109.84791299426776,97.68845651812957,148.52308895136161,151.00611195324046,226.1321112496629,350.79822614310376,-84.41733015652484,-135.90834784483528
2026-01-01 03:40:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015013157573,0.9997115152795634,1.0000032117144995,1.0068149204711363,1.000003370985942,1.0119994596432145,179.60696050211615,11.126442415941185,-67.78423806602781,-146.25479088339412,107.5267572944484,96.4377680952506,146.24361926093428,152.77476928295528,217.14235411416118,344.6424546575218,-80.84415409483833,-139.80496863021014
2026-01-01 03:45:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015527975774,0.9994650675128233,1.0000033311030323,1.007352573787789,1.000003464736545,1.0120792932795015,174.89387488634716,11.606021332649341,-69.94968133167404,-150.2251901505237,105.42510489430542,95.99305085170685,144.7600922606785,154.88718599470974,207.70107195229704,340.57279289413134,-79.33928757671634,-144.82673432659968
2026-01-01 03:50:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015056974803,0.9995673155585587,1.0000032245758395,1.0073590598158497,1.000003341461689,1.0113268784142628,184.57380681866925,11.314107675896254,-67.92012363363301,-145.03926057390666,107.6960188384917,97.73653195761077,144.13728895294625,152.8623708300185,217.2698243131279,339.45797520661586,-81.83976251132552,-140.35739834062673
2026-01-01 03:55:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000001472271512,0.9997488419933152,1.000003142106554,1.0070187317896226,1.0000032378320836,1.0109602896090193,185.62589869525343,10.971956640560823,-66.52435570984872,-140.6088867034159,109.78196941815918,96.95651942691282,145.5209438450605,151.27963666018798,225.34537098169608,343.11998246388015,-82.85685699965393,-136.90409255654853
2026-01-01 04:00:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000014836947233,1.0008540307556066,1.0000030176977,1.005997851645284,1.0000031947334713,1.0105670611229374,185.36203298394452,11.003836409121426,-67.02969036862412,-138.7593174521703,112.2479950914302,96.40551999648508,146.20675809331533,149.2355051658099,235.253570747934,344.69980477224146,-83.18225848789022,-131.6718657860422
2026-01-01 04:05:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000013281770428,1.001110664831534,1.0000029502975318,1.0056598901021219,1.0000031026302518,1.0103462944834596,188.3333938402432,9.547351818663529,-60.516203563732184,-134.84209273311833,113.85639586372795,96.4402503979182,151.90359569398686,148.10938128081617,241.20326205406047,359.78511996682465,-84.398518698189,-128.84305933814898
2026-01-01 04:10:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000013416913744,1.001114628554667,1.0000030388922114,1.0058018994707123,1.0000031317298996,1.010334847713412,191.25997389586308,9.666010902129933,-61.083645355320726,-136.11839517770656,112.10101828917117,97.74073633973177,151.46338880760038,149.4971594473876,234.34256885013207,358.61675765220184,-84.56106353960953,-132.5710109355215
2026-01-01 04:15:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000001309079525,1.0002612080536393,1.0000031745499205,1.0063643823019202,1.0000032827429006,1.0114977960684575,186.2589187689216,9.451344184633689,-59.68510488417639,-142.5398087600767,109.23829157272766,97.65323211625385,151.3252004407039,151.80354046086,222.97441153623873,358.51569480627876,-82.57422427211019,-138.2706844639173
2026-01-01 04:20:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000017923151512,1.0004195853057072,1.0000032941751016,1.0070812312465236,1.0000032666097651,1.0109229415890488,184.52865830673167,13.774629794361664,-80.07416767277618,-141.8311360633719,105.15970521171667,96.9020257900926,140.0166813150689,154.55193615615212,208.01991909272556,326.61710224529645,-82.45389854014701,-143.24743030849726
2026-01-01 04:25:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000016087551808,1.00037060143351,1.0000032693835936,1.0069084806863045,1.0000032530374452,1.0111030549430098,184.9472579332746,12.046994277134598,-72.33101941270114,-141.25370145059452,105.50262829730443,96.89415494286483,144.28582892184122,154.13774829187517,209.73169796346903,338.9103817246826,-82.62942169411608,-142.20215169563758
2026-01-01 04:30:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000001620814598,1.0007173525379465,1.0000031257637327,1.006168889540104,1.0000031534365428,1.0106220819703073,184.90096254387046,12.159466843655743,-72.83908387890865,-136.9849839934327,108.80790320376434,95.81030982747274,143.97534806533318,151.4057768477079,223.04667557758034,338.03877144290004,-83.46713045504383,-136.18074534456142
2026-01-01 04:35:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.0000015892485818,1.0016667120423326,1.0000028396329321,1.0041578687463415,1.0000031027999483,1.010220592221085,187.92944299633555,11.835541229519732,-71.51870396759945,-134.84532352503925,113.8876846027333,96.30433369750814,145.17680565119684,146.9866245685563,243.74850610301777,341.26943721441995,-84.33961630626199,-124.1261559054473
2026-01-01 04:40:00,0.0,25.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.000001441041089,1.0004641943312154,1.0000027518457195,1.0040359807008037,1.0000030876542945,1.0108687012076647,186.99576357428379,10.509345016308137,-65.27336776290277,-134.1869374300577,116.89341385759576,95.8286773232119,148.99386277565517,145.40824380421512,253.59577621091222,351.8471475686296,-84.3372772491415,-120.46269354134994
