date,DSS-0.Line-650632-I1_ang,DSS-0.Line-650632-I1_A
2025-01-01 19:40:00,-27.69176777904691,531.4645472893619
2025-01-01 19:50:00,-28.004882303694792,536.3209036613262
2025-01-01 20:00:00,-28.250049750669135,542.0028634926709
2025-01-01 20:10:00,-28.406711934588223,547.2556298673985
2025-01-01 20:20:00,-28.305026957052554,541.296754368353
2025-01-01 20:30:00,-28.19505746913069,536.6383945069988
2025-01-01 20:40:00,-28.042453173630268,529.048366112497
2025-01-01 20:50:00,-27.829630353226886,519.9030422546906
2025-01-01 21:00:00,-27.65007868249655,513.349346941787
2025-01-01 21:10:00,-27.399520258938246,501.0791565634036
2025-01-01 21:20:00,-27.330564379864523,496.0704340041789
2025-01-01 21:30:00,-27.174481830063915,488.06989901418586
2025-01-01 21:40:00,-26.864883160260277,473.5797476864847
2025-01-01 21:50:00,-26.72071962245328,469.0208108583188
2025-01-01 22:00:00,-26.43266240866623,453.38107202664304
2025-01-01 22:10:00,-26.211718371579387,444.42790502990044
2025-01-01 22:20:00,-25.912977363068954,429.93054828536
2025-01-01 22:30:00,-25.450164144743294,411.31061072356107
2025-01-01 22:40:00,-25.03067044626502,396.1580765295308
2025-01-01 22:50:00,-24.444379411075804,378.409916782083
2025-01-01 23:00:00,-23.84712111700408,362.8285480193629
2025-01-01 23:10:00,-23.189621948299376,345.1412328668706
2025-01-01 23:20:00,-22.215848289416158,324.5232324069306
2025-01-01 23:30:00,-21.418640328972078,308.040984928188
2025-01-01 23:40:00,-20.51149368042383,290.56392954282995
2025-01-01 23:50:00,80.35359890231622,57.531109373404185
